seed,M,mu0,s,t,mean_micro,y_mean,mismatch,abs_mismatch
80,20000,0.3,0.0,0.33,0.3329633740288568,0.33296337402885673,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.34,0.3340757238307349,0.33407572383073486,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.35000000000000003,0.335195530726257,0.3351955307262569,1.1102230246251565e-16,1.1102230246251565e-16
80,20000,0.3,0.0,0.36,0.33632286995515687,0.33632286995515687,0.0,0.0
80,20000,0.3,0.0,0.37,0.33745781777277833,0.33745781777277833,0.0,0.0
80,20000,0.3,0.0,0.38,0.3386004514672685,0.3386004514672685,0.0,0.0
80,20000,0.3,0.0,0.39,0.33975084937712347,0.33975084937712335,1.1102230246251565e-16,1.1102230246251565e-16
80,20000,0.3,0.0,0.4,0.3409090909090909,0.34090909090909083,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.41000000000000003,0.34207525655644233,0.34207525655644233,0.0,0.0
80,20000,0.3,0.0,0.42,0.34324942791762003,0.3432494279176201,-5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.43,0.3444316877152698,0.3444316877152697,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.44,0.3456221198156682,0.34562211981566815,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.45,0.3468208092485548,0.34682080924855485,-5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.46,0.34802784222737826,0.3480278422273781,1.6653345369377348e-16,1.6653345369377348e-16
80,20000,0.3,0.0,0.47000000000000003,0.349243306169965,0.349243306169965,0.0,0.0
80,20000,0.3,0.0,0.48,0.35046728971962615,0.35046728971962604,1.1102230246251565e-16,1.1102230246251565e-16
80,20000,0.3,0.0,0.49,0.35169988276670583,0.35169988276670566,1.6653345369377348e-16,1.6653345369377348e-16
80,20000,0.3,0.0,0.5,0.35294117647058815,0.35294117647058815,0.0,0.0
80,20000,0.3,0.0,0.51,0.35419126328217226,0.3541912632821723,-5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.52,0.35545023696682454,0.35545023696682454,0.0,0.0
80,20000,0.3,0.0,0.53,0.3567181926278239,0.35671819262782395,-5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.54,0.3579952267303102,0.35799522673031015,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.55,0.3592814371257485,0.35928143712574845,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.56,0.3605769230769231,0.36057692307692296,1.1102230246251565e-16,1.1102230246251565e-16
80,20000,0.3,0.0,0.5700000000000001,0.3618817852834741,0.361881785283474,1.1102230246251565e-16,1.1102230246251565e-16
80,20000,0.3,0.0,0.58,0.36319612590799016,0.3631961259079902,-5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.59,0.36452004860267306,0.36452004860267306,0.0,0.0
80,20000,0.3,0.0,0.6,0.3658536585365854,0.36585365853658525,1.6653345369377348e-16,1.6653345369377348e-16
80,20000,0.3,0.0,0.61,0.36719706242350075,0.36719706242350053,2.220446049250313e-16,2.220446049250313e-16
80,20000,0.3,0.0,0.62,0.3685503685503685,0.36855036855036843,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.63,0.3699136868064119,0.36991368680641173,1.6653345369377348e-16,1.6653345369377348e-16
80,20000,0.3,0.0,0.64,0.37128712871287123,0.3712871287128712,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.65,0.3726708074534163,0.372670807453416,2.7755575615628914e-16,2.7755575615628914e-16
80,20000,0.3,0.0,0.66,0.37406483790523676,0.3740648379052368,-5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.67,0.3754693366708386,0.3754693366708384,1.6653345369377348e-16,1.6653345369377348e-16
80,20000,0.3,0.0,0.68,0.3768844221105528,0.3768844221105527,1.1102230246251565e-16,1.1102230246251565e-16
80,20000,0.3,0.0,0.6900000000000001,0.37831021437578816,0.37831021437578805,1.1102230246251565e-16,1.1102230246251565e-16
80,20000,0.3,0.0,0.7000000000000001,0.379746835443038,0.3797468354430379,1.1102230246251565e-16,1.1102230246251565e-16
80,20000,0.3,0.0,0.71,0.3811944091486658,0.3811944091486657,1.1102230246251565e-16,1.1102230246251565e-16
80,20000,0.3,0.0,0.72,0.3826530612244898,0.3826530612244897,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.73,0.384122919334187,0.38412291933418685,1.6653345369377348e-16,1.6653345369377348e-16
80,20000,0.3,0.0,0.74,0.3856041131105397,0.38560411311053977,-5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.75,0.3870967741935483,0.38709677419354827,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.76,0.38860103626942993,0.38860103626942993,0.0,0.0
80,20000,0.3,0.0,0.77,0.3901170351105331,0.3901170351105331,0.0,0.0
80,20000,0.3,0.0,0.78,0.39164490861618795,0.3916449086161879,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.79,0.3931847968545216,0.3931847968545215,1.1102230246251565e-16,1.1102230246251565e-16
80,20000,0.3,0.0,0.8,0.3947368421052631,0.39473684210526305,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.81,0.39630118890356675,0.39630118890356664,1.1102230246251565e-16,1.1102230246251565e-16
80,20000,0.3,0.0,0.8200000000000001,0.39787798408488056,0.39787798408488056,0.0,0.0
80,20000,0.3,0.0,0.8300000000000001,0.39946737683089223,0.39946737683089206,1.6653345369377348e-16,1.6653345369377348e-16
80,20000,0.3,0.0,0.84,0.4010695187165776,0.4010695187165775,1.1102230246251565e-16,1.1102230246251565e-16
80,20000,0.3,0.0,0.85,0.4026845637583892,0.4026845637583891,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.86,0.4043126684636118,0.40431266846361175,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.87,0.4059539918809201,0.40595399188092,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.88,0.4076086956521739,0.40760869565217384,5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.89,0.4092769440654844,0.40927694406548415,2.7755575615628914e-16,2.7755575615628914e-16
80,20000,0.3,0.0,0.9,0.4109589041095889,0.41095890410958896,-5.551115123125783e-17,5.551115123125783e-17
80,20000,0.3,0.0,0.91,0.41265474552957365,0.41265474552957343,2.220446049250313e-16,2.220446049250313e-16
